"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'api-ms-win-core-winrt-robuffer-l1-1-0.dll!RoGetBufferMarshaler' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.16299.0\um\x64\WindowsApp.lib'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 110 MB."
"Message",High,"Generating serialization code"
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x64\ilc\csc\csc.exe /noconfig @""C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\InTune.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 90 MB."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 90 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 110 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 111 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 121 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 111 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 127 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 124 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 28 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 34 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 34 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 35 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 36 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 37 MB."
"Message",Normal,"Running 'ExceptionMiniaturizer' transform, heap at 39 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 46 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 46 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 46 MB."
"Message",Normal,"Running 'GetType' transform, heap at 46 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 47 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 47 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 47 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 49 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 49 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 55 MB."
"Message",Normal,"Running 'InjectAppContextSwitches' transform, heap at 55 MB."
"Message",Normal,"Running 'ImplementLibraryDynamicInvokeHelpers' transform, heap at 55 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 55 MB."
"Message",Normal,"Running 'DelegateCtorCall' transform, heap at 60 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 60 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 65 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 66 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 66 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 72 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 72 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 72 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 72 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 73 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 39 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 39 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 72 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal," 28704 |        -20 | GenerateCodeAndCompile"
"Message",Normal," 22196 |         71 | Analysis"
"Message",Normal,"  7338 |        -17 | WriteAssemblies"
"Message",Normal,"  4906 |         20 | ReducedCopyInitialize"
"Message",Normal,"  4338 |         22 | Mcg"
"Message",Normal,"  1930 |         33 | Reducer"
"Message",Normal,"  1792 |         -3 | ReducedCopyComplete"
"Message",Normal,"   905 |          6 | CreateMetadata"
"Message",Normal,"   469 |         16 | ReducedCopyMethodBodies"
"Message",Normal,"   425 |         10 | ReducedCopyPopulateTypes"
"Message",Normal,"   415 |        -10 | ReducedCopyLateMetadata"
"Message",Normal,"   375 |          2 | McgTypeOf"
"Message",Normal,"   257 |          1 | McgRedirect"
"Message",Normal,"   231 |        -96 | ReducedCopyCleanup"
"Message",Normal,"   209 |          6 | StaticInitData"
"Message",Normal,"   206 |          5 | LazyGenerics"
"Message",Normal,"   118 |          1 | McgAccessor"
"Message",Normal,"   117 |          1 | ReducedCopyEmptyTypes"
"Message",Normal,"   104 |        -34 | ReflectionMappingInfoEmit"
"Message",Normal,"    97 |          5 | Delegate"
"Message",Normal,"    97 |          7 | ExceptionMiniaturizer"
"Message",Normal,"    77 |          1 | McgRedirect"
"Message",Normal,"    72 |          2 | TypeofTypeHandle"
"Message",Normal,"    71 |          0 | DumpNativeResources"
"Message",Normal,"    43 |          0 | DelegateCtorCall"
"Message",Normal,"    33 |          0 | SaveRVAStatics"
"Message",Normal,"    23 |          6 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"    21 |          0 | McgFixups"
"Message",Normal,"    11 |          0 | Attribute"
"Message",Normal,"    11 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"    10 |          0 | StartupCodeInjector"
"Message",Normal,"     9 |          1 | ConvertCatchIntoFilter"
"Message",Normal,"     8 |          0 | ReflectionInvoke"
"Message",Normal,"     8 |          1 | GetType"
"Message",Normal,"     5 |          0 | ScrubOpenCalls"
"Message",Normal,"     2 |          0 | EventSource"
"Message",Normal,"     1 |          0 | ValueType"
"Message",Normal,"     1 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          1 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | InjectAppContextSwitches"
"Message",Normal,"     0 |          0 | ImplementLibraryDynamicInvokeHelpers"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\MDIL\InTune.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 1.7.25927.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 1004 methods."
"Message",Low,"Scanning 925 methods."
"Message",Low,"Scanning 214 methods."
"Message",Low,"Scanning 46 methods."
"Message",Low,"Scanning 1031 methods."
"Message",Low,"Scanning 748 methods."
"Message",Low,"Scanning 349 methods."
"Message",Low,"Scanning 314 methods."
"Message",Low,"Scanning 113 methods."
"Message",Low,"Scanning 27 methods."
"Message",Low,"Scanning 25 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 42 methods."
"Message",Low,"Scanning 54 methods."
"Message",Low,"Scanning 103 methods."
"Message",Low,"Scanning 69 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 4 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 5151 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Successfully generated 'C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\MDIL\InTune.mdilexe'"
"Message",Low,"Successfully generated 'C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\MDIL\InTune.mdilpdb'"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\MDIL\InTune.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       78 |    27859 |    27859 |    27781 |    27859 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       27859 ms"
"Message",Normal,"System time per command: 27859 ms"
"Message",Normal,"Total duration:          27781 ms"
"Message",Normal,"Total lifetime:          27859 ms"
"Message",Normal,"Requested DOP:           2"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.16299.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.16299.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       47 |      359 |      359 |      312 |      359 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       359 ms"
"Message",Normal,"System time per command: 359 ms"
"Message",Normal,"Total duration:          312 ms"
"Message",Normal,"Total lifetime:          359 ms"
"Message",Normal,"Requested DOP:           2"
"Message",Normal,"Duration DOP:            0.9"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\ILTransformed\InTune.res' at offset 0."
"Message",Normal," Added 'C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1368."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\rhbindargs.InTune.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\MDIL\InTune.mdilexe"
"Message",Low,"MDILPDB: C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\MDIL\InTune.mdilpdb"
"Message",Low,"IL: C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\MDIL\InTune.ilexe"
"Message",Low,"NI: C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\Native\InTune.dll"
"Message",Low,"SHIM: C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\Native\InTune.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\Native\InTune.pdb"
"Message",Low,"Produced C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\Native\InTune.dll in 1.762 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\TheDarragh\documents\visual studio 2017\Projects\InTune\InTune\obj\x64\Release\ilc\intermediate\rhbindargs.InTune.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       62 |     2203 |     2203 |     2141 |     2203 | [0] rhbind InTune"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       2203 ms"
"Message",Normal,"System time per command: 2203 ms"
"Message",Normal,"Total duration:          2141 ms"
"Message",Normal,"Total lifetime:          2203 ms"
"Message",Normal,"Requested DOP:           2"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
